,Spot,Up,Down
8746,39.16,134.0,89.53
8747,45.419998,125.0,85.01
8748,50.450001,87.93,87.93
8749,51.639999,150.0,83.59
8750,52.919998,149.0,79.65
8751,55.360001,126.0,78.95
8752,95.059998,80.42,80.42
8753,105.07,88.72,88.72
8754,94.779999,95.06,95.06
8755,48.009998,105.07,105.07
8756,33.959999,98.21,98.21
8757,33.080002,73.98,73.98
8758,32.34,44.95,33.96
8759,29.76,51.03,51.03
8760,46.599998,46.55,35.15
8761,41.330002,46.55,29.76
8762,42.18,46.6,46.6
8763,44.369999,41.33,41.33
8764,37.669998,42.18,42.18
8765,39.700001,44.37,44.37
8766,40.59,37.67,37.67
8767,43.259998,39.7,39.7
8768,49.66,40.59,40.59
8769,70.050003,43.26,43.26
8770,76.790001,49.66,43.14
8771,84.099998,65.48,43.13
8772,94.739998,76.53,50.0
8773,96.800003,83.63,83.63
8774,97.169998,94.74,65.0
8775,101.269997,94.02,50.21
8776,126.599998,97.17,56.0
8777,149.970001,101.27,101.27
8778,146.330002,126.6,102.0
8779,140.279999,149.97,102.0
8780,121.879997,146.33,102.0
8781,102.610001,140.28,80.0
8782,95.120003,161.0,84.0
8783,83.110001,201.0,102.61
8784,34.73,253.0,97.46
8785,34.389999,189.0,85.16
8786,34.360001,103.7,57.08
8787,34.099998,55.09,55.09
8788,29.559999,52.82,52.82
8789,33.970001,34.94,34.94
8790,34.52,108.0,29.56
8791,41.799999,96.0,53.01
8792,48.950001,34.52,27.0
8793,60.009998,41.8,27.0
8794,70.089996,48.95,32.11
8795,66.260002,60.01,33.0
8796,64.540001,70.09,33.0
8797,46.959999,66.26,66.26
8798,49.060001,64.54,64.54
8799,74.989998,80.0,46.96
8800,88.150002,90.0,65.19
8801,95.400002,110.0,74.99
8802,86.709999,88.15,88.15
8803,71.269997,95.4,95.4
8804,54.119999,86.71,86.71
8805,46.16,71.27,71.27
8806,46.290001,54.12,30.0
8807,32.93,46.16,27.0
8808,13.2,46.29,27.0
8809,19.92,32.93,24.5
8810,19.870001,20.89,15.0
8811,13.24,19.92,15.0
8812,13.29,19.87,12.0
8813,9.24,19.82,12.0
8814,37.549999,20.26,15.5
8815,88.760002,160.0,16.0
8816,122.93,160.0,80.0
8817,110.169998,106.87,86.5
8818,93.379997,122.93,100.0
8819,90.730003,110.17,110.17
8820,82.370003,101.99,100.0
8821,80.900002,102.38,102.38
8822,80.989998,120.0,106.06
8823,98.050003,138.0,110.07
8824,120.550003,133.0,101.97
8825,139.570007,150.0,98.05
8826,134.690002,234.0,120.55
8827,114.82,139.57,139.57
8828,92.910004,134.69,134.69
8829,72.389999,114.82,114.82
8830,39.450001,168.0,92.91
8831,34.400002,480.0,72.39
8832,39.990002,680.0,49.3
8833,37.139999,260.0,34.4
8834,36.66,160.0,39.99
8835,38.639999,71.0,37.14
8836,41.02,83.02,36.66
8837,93.970001,90.15,38.64
8838,130.169998,90.6,41.02
8839,182.639999,93.97,93.97
8840,174.610001,156.0,122.39
8841,185.440002,170.0,154.93
8842,185.320007,185.0,167.88
8843,178.039993,170.19,166.65
8844,178.080002,169.0,167.29
8845,175.279999,164.62,164.62
8846,174.699997,168.0,159.98
8847,180.929993,163.0,155.69
8848,166.690002,164.33,155.16
8849,185.320007,171.0,158.45
8850,180.5,177.5,161.35
8851,153.880005,178.6,167.76
8852,146.809998,178.6,164.46
8853,128.75,170.0,153.88
8854,112.959999,147.0,146.81
8855,84.110001,128.75,128.75
8856,93.870003,112.96,112.96
8857,51.689999,84.11,84.11
8858,50.040001,93.87,93.87
8859,49.529999,85.3,85.3
8860,50.07,84.5,84.5
8861,93.389999,75.38,75.38
8862,99.160004,79.11,79.11
8863,101.150002,94.79,94.79
8864,129.559998,121.92,121.92
8865,121.089996,153.5,139.9
8866,135.050003,160.0,147.74
8867,129.990005,149.0,141.47
8868,131.970001,149.0,135.97
8869,130.669998,149.0,129.99
8870,121.389999,150.31,150.31
8871,122.419998,134.71,134.71
8872,137.279999,149.92,149.92
8873,148.089996,160.01,160.01
8874,139.880005,137.28,137.28
8875,135.75,148.09,148.09
8876,119.93,139.88,139.88
8877,98.089996,135.75,135.75
8878,118.709999,119.93,119.93
8879,97.290001,98.09,98.09
8880,93.290001,118.71,118.71
8881,80.769997,97.29,97.29
8882,78.080002,93.29,93.29
8883,81.970001,80.77,80.77
8884,89.309998,78.08,78.08
8885,89.75,81.97,81.97
8886,97.059998,89.31,89.31
8887,193.789993,89.75,89.75
8888,228.919998,97.06,97.06
8889,212.899994,110.87,110.87
8890,215.5,136.88,136.88
8891,231.899994,205.87,205.87
8892,226.0,209.25,105.0
8893,209.199997,224.71,154.0
8894,216.059998,267.0,218.99
8895,230.770004,209.47,150.0
8896,245.949997,209.36,146.0
8897,274.109985,225.23,146.0
8898,273.440002,245.95,146.0
8899,240.020004,264.74,146.0
8900,217.910004,270.07,148.5
8901,203.309998,220.32,142.0
8902,171.309998,217.91,142.0
8903,124.699997,203.31,142.0
8904,128.919998,171.31,171.31
8905,116.650002,154.0,124.7
8906,100.540001,142.0,128.92
8907,99.470001,116.65,116.65
8908,101.739998,100.54,100.54
8909,114.989998,135.0,99.47
8910,140.190002,133.0,101.74
8911,152.639999,130.0,67.08
8912,160.970001,140.19,125.0
8913,161.850006,170.53,130.0
8914,161.369995,175.66,130.0
8915,166.059998,161.85,132.0
8916,166.539993,161.37,132.0
8917,165.970001,166.06,145.0
8918,165.360001,166.54,152.0
8919,185.149994,166.04,166.04
8920,201.559998,169.43,169.43
8921,243.110001,295.0,189.7
8922,247.720001,295.0,201.97
8923,187.5,295.0,150.5
8924,160.5,247.72,150.0
8925,157.949997,200.89,150.0
8926,153.899994,224.33,150.0
8927,144.759995,213.81,144.0
8928,153.029999,185.94,144.0
8929,146.080002,149.83,144.76
8930,144.639999,160.71,160.71
8931,145.740005,146.08,146.08
8932,146.970001,144.64,123.5
8933,146.880005,146.9,124.0
8934,146.559998,150.07,125.1
8935,147.179993,154.3,130.5
8936,153.660004,166.0,124.0
8937,156.070007,182.91,121.5
8938,159.080002,182.03,121.5
8939,158.5,181.02,129.55
8940,158.789993,170.04,142.0
8941,156.070007,172.0,158.5
8942,156.179993,172.0,158.79
8943,158.889999,170.0,156.07
8944,161.0,156.18,156.18
8945,189.899994,205.0,173.88
8946,170.710007,182.94,182.94
8947,140.080002,189.9,145.0
8948,105.07,182.94,182.94
8949,104.849998,149.96,149.96
8950,104.800003,145.06,145.06
8951,90.050003,160.04,160.04
8952,85.029999,126.06,126.06
8953,84.400002,114.11,114.11
8954,80.239998,85.03,85.03
8955,55.459999,84.4,84.4
8956,49.290001,82.74,82.74
8957,50.639999,84.5,84.5
8958,74.290001,110.19,110.19
8959,84.440002,120.02,120.02
8960,97.260002,169.0,120.0
8961,119.970001,119.92,119.92
8962,134.960007,97.26,97.26
8963,145.820007,119.97,119.97
8964,157.139999,156.0,134.96
8965,154.660004,156.0,149.4
8966,154.880005,248.72,165.13
8967,158.369995,234.0,165.06
8968,186.369995,264.88,170.09
8969,223.300003,254.77,182.91
8970,243.190002,410.0,190.96
8971,209.649994,295.78,223.3
8972,155.070007,295.78,243.19
8973,159.380005,268.89,209.65
8974,148.229996,168.0,155.07
8975,144.789993,171.18,171.18
8976,144.279999,170.03,170.03
8977,138.089996,190.0,144.79
8978,133.809998,155.0,144.28
8979,136.440002,152.5,127.0
8980,142.990005,133.81,121.5
8981,152.089996,136.44,121.5
8982,231.740005,142.99,121.5
8983,299.950012,366.0,130.0
8984,313.920013,248.5,248.5
8985,315.0,299.95,299.95
8986,310.410004,313.92,313.92
8987,310.079987,315.0,315.0
8988,300.0,310.41,310.41
8989,297.01001,310.08,310.08
8990,299.959991,300.0,300.0
8991,306.450012,297.01,297.01
8992,302.730011,299.96,180.0
8993,315.470001,306.45,144.0
8994,310.820007,380.0,166.58
8995,294.980011,396.61,315.47
8996,261.029999,311.32,310.82
8997,242.229996,376.45,294.98
8998,211.830002,261.53,261.03
8999,150.089996,242.23,242.23
9000,151.899994,211.83,211.83
9001,148.050003,150.09,141.0
9002,144.399994,154.5,142.0
9003,144.149994,155.0,143.76
9004,145.789993,150.0,140.21
9005,151.490005,150.0,139.97
9006,231.440002,141.56,141.56
9007,291.51001,162.5,147.1
9008,300.019989,201.67,151.89
9009,297.160004,228.1,201.93
9010,275.670013,253.0,213.06
9011,264.399994,196.21,196.21
9012,252.589996,198.24,198.24
9013,248.380005,191.02,144.0
9014,248.889999,158.36,144.0
9015,271.230011,157.6,141.5
9016,282.980011,157.67,141.5
9017,308.809998,158.56,145.0
9018,308.320007,161.11,160.61
9019,279.200012,173.63,173.63
9020,174.699997,168.02,150.0
9021,158.210007,157.99,150.0
9022,155.059998,153.78,141.0
9023,149.699997,153.63,141.0
9024,147.619995,150.56,141.0
9025,145.089996,143.07,140.0
